Title, Players Estimate ,Steam App ID
Fantasia of the Wind - é£_ä_‹å_»æƒ_æ›_," 3,765 ",645690
Alchemage," 3,754 ",691390
Hakuoki: Edo Blossoms / è–„æ¡œé¬_ çœŸæ”_ã€€èè¯ãƒ_ç«  / è–„æ«»é¬_ çœŸæ”_ã€€èè¯ä_‹ç« ," 3,752 ",733340
Honey Rose: Underdog Fighter Extraordinaire," 3,745 ",523680
Dynasty Feud," 3,745 ",493180
Embers of Magic," 3,742 ",526400
The Raven Remastered," 3,741 ",736810
Dogolrax," 3,741 ",599960
GOKEN," 3,740 ",671260
Rugby World Cup 2015," 3,736 ",365750
My Lady," 3,736 ",457530
PLAYERUNKN1WN: Friendly Fire," 3,729 ",759700
Lords of Strife," 3,720 ",842870
Crazy Sapper 3D," 3,717 ",529420
The Thirst of Hearts," 3,717 ",689360
Kitten Rampage," 3,716 ",434360
Machines At War 3," 3,715 ",303860
Chasm," 3,714 ",312200
Ino," 3,713 ",398140
Zombie Pinball," 3,711 ",458510
Voice of Pripyat," 3,711 ",269530
Funklift," 3,702 ",470140
Devils & Demons," 3,700 ",363960
Laser Disco Defenders," 3,699 ",452920
LASTFIGHT," 3,699 ",443450
Where are my Internets?," 3,697 ",521580
WinKings," 3,694 ",428920
Cursed Sight," 3,693 ",360550
Quell Memento," 3,692 ",348440
Castles," 3,691 ",384010
Spaceman Sparkles 3," 3,690 ",453740
Axis Football 2017," 3,690 ",554750
Soulslayerï__çÅ_é_‚Â·è¯¯ä__æœŸï__," 3,690 ",466810
The Secret Monster Society," 3,687 ",495960
Super Mutant Alien Assault," 3,687 ",368680
Ruzar - The Life Stone," 3,684 ",366510
The Mage's Tale," 3,683 ",766320
Atriage," 3,682 ",454780
Windscape," 3,682 ",363950
Red Haze," 3,681 ",428860
Samurai of Hyuga," 3,680 ",524540
FourChords Guitar Karaoke," 3,680 ",476930
FoxyLand," 3,678 ",718320
A Tale of Caos: Overture," 3,675 ",500320
Until None Remain: Battle Royale PC Edition," 3,673 ",697010
Strike Squadron: CaracarÃ¡," 3,671 ",507340
ASTROKILL," 3,666 ",376880
Henry The Hamster Handler VR," 3,664 ",566880
Cosmic Express," 3,664 ",583270
The book of commands : Lost Symbol," 3,663 ",488500
March of Industry: Very Capitalist Factory Simulator Entertainments," 3,663 ",374640
Cyberpunk Arena," 3,662 ",766260
Holy Potatoes! What the Hell?!," 3,661 ",664320
Cranes," 3,660 ",842470
"Don't Die Dateless, Dummy!"," 3,659 ",455490
Your Bunny Wrote," 3,659 ",756440
Strain Tactics," 3,658 ",621810
Steam Squad," 3,656 ",290870
Wicce," 3,653 ",465130
Choppa," 3,651 ",554330
Zenodyne R," 3,650 ",466820
Tennis World Tour," 3,650 ",692030
Chasing Dead," 3,649 ",428440
Phantom Trigger," 3,645 ",445870
DYING: Reborn," 3,645 ",699700
Tinertia," 3,644 ",311930
Danmaku Unlimited 3," 3,644 ",450950
HTR+ Slot Car Simulation," 3,643 ",288650
Xenoraid: The First Space War," 3,643 ",460220
Nephise Begins," 3,642 ",628950
One Dog Story," 3,641 ",588110
Homeworld Defense," 3,640 ",787100
The Ghosts of Hackney Mills," 3,640 ",739240
Mustache in Hell," 3,638 ",498830
Cards of Cthulhu," 3,636 ",536040
"Fly, Glowfly!"," 3,630 ",415530
PSYCHO-PASS: Mandatory Happiness," 3,630 ",522880
_”Ñ€_µ____ÑèÑè _ ÑƒÑÅÑŒ," 3,630 ",562210
Cheaters Blackjack 21," 3,629 ",486640
Pan-Pan," 3,626 ",471920
Angels That Kill," 3,625 ",383240
Space Ribbon," 3,625 ",501220
Heroes Must Die," 3,624 ",464050
ICY: Frostbite Edition," 3,623 ",680480
Yomawari: Midnight Shadows / æ·±å_œå»»," 3,618 ",625980
Corto Maltese - Secrets of Venice," 3,617 ",310460
Intrude," 3,617 ",495720
Snow Games VR," 3,616 ",579080
Platfinity," 3,616 ",365440
The Endless Journey æ— ç»ˆä_‹æ—…," 3,616 ",715650
The Purge Day," 3,613 ",553450
Dinosaur Hunt First Blood," 3,607 ",650490
Zombie Exodus: Safe Haven," 3,607 ",543980
ComixPlay #1: The Endless Incident," 3,605 ",425040
Tobari and the Night of the Curious Moon," 3,603 ",368140
I was here," 3,600 ",707960
The Tale of Doris and the Dragon - Episode 1," 3,600 ",516840
Lost in Secular Love," 3,600 ",520850
Donuts'n'Justice," 3,596 ",527470
No Stick Shooter," 3,583 ",616880
Hollow," 3,580 ",590970
JET HERO," 3,579 ",586060
Samsa and the Knights of Light," 3,577 ",371320
Ogre," 3,574 ",517780
Mystery of Neuschwanstein," 3,570 ",326380
Tomboys Need Love Too!," 3,569 ",628920
HORROR OF THE DEEP," 3,568 ",567270
Citystate," 3,568 ",774351
My Loved Heart," 3,565 ",727560
Crimson Memories," 3,562 ",712790
Ratings War," 3,559 ",406650
Hero Academy 2," 3,557 ",820460
One Last Day," 3,554 ",328710
Kawaii Rainbow Portal," 3,552 ",823920
Krinkle Krusher," 3,550 ",435010
The Horus Heresy: Battle of Tallarn - Iron Edition," 3,547 ",515980
Crossroad Mysteries: The Broken Deal," 3,547 ",558490
Osozaki éÅ…å’_ãÅç Late Blooming - First," 3,546 ",471260
Disco Destruction," 3,543 ",677380
Redie," 3,541 ",536990
Blockara," 3,540 ",652090
Order Up VR," 3,540 ",627220
Anonymous ME," 3,540 ",658630
Marble Skies," 3,534 ",742460
Cavern of Time," 3,530 ",578830
DROD: Gunthro and the Epic Blunder," 3,530 ",314330
JASEM: Just Another Shooter with Electronic Music," 3,530 ",610840
Borstal," 3,529 ",453730
Quell Reflect," 3,529 ",348430
2V Hoverbike," 3,525 ",665650
The Tiny Tale 2," 3,522 ",340720
Air Tactical," 3,522 ",673760
PHAT PHROG," 3,518 ",545570
Rogue Contracts: Syndicate," 3,517 ",453660
Choice of Alexandria," 3,514 ",466430
Trip to Vinelands," 3,513 ",546090
Sector Six," 3,504 ",465020
Cats Tanks," 3,502 ",673770
StellarHub," 3,500 ",672860
Gabe Newell Simulator 2.0," 3,497 ",407420
MEANDERS," 3,492 ",734920
Gnomes Vs. Fairies: Greckel's Quest," 3,489 ",406220
Infinite Tanks," 3,488 ",543180
MOAI 2: Path to Another World," 3,487 ",361950
Z69," 3,485 ",677980
High Strangeness," 3,483 ",268340
Blossom Tales: The Sleeping King," 3,482 ",446810
Monsters Ate My Birthday Cake," 3,481 ",297590
The Inner World - The Last Wind Monk," 3,481 ",613470
One Day in London," 3,479 ",465180
Lucid Trips," 3,477 ",389260
Mekazoo," 3,475 ",390330
PUTIN 20!8," 3,475 ",801810
BoomTown! Deluxe," 3,474 ",536750
Katy and Bob: Safari Cafe," 3,473 ",567160
Choice of Rebels: Uprising," 3,472 ",748890
Quatros Origins," 3,470 ",421870
Zwei: The Ilvard Insurrection," 3,466 ",427700
Neon Blocks 87," 3,465 ",806080
Nippon Marathon," 3,464 ",746940
Nelly Cootalot: The Fowl Fleet," 3,464 ",317320
Isomer," 3,463 ",311980
Rocket Fist," 3,462 ",413500
Pure Hold'em," 3,458 ",322950
Affairs of the Court: Choice of Romance," 3,458 ",492370
Achievement Hunter: Darkness 2," 3,458 ",700790
Shantae: Half-Genie Hero Ultimate Edition," 3,457 ",764300
1775: Rebellion," 3,454 ",422610
Cognizer," 3,453 ",711690
Vortex Attack: ãƒœãƒ«ãƒ†ãƒƒã‚¯ã‚_ã‚¢ã‚¿ãƒƒã‚¯," 3,453 ",357890
Strawberry Vinegar," 3,453 ",407340
Damage Inc. Pacific Squadron WWII," 3,445 ",215390
Plush," 3,445 ",341820
Rally Racers," 3,444 ",514530
Team Sonic Racing," 3,444 ",785260
Space Rangers: Quest," 3,442 ",503450
Fluttabyes," 3,440 ",23150
The Incredible Baron," 3,435 ",441510
DUNGEONS OF CHAOS," 3,435 ",613390
Chicku," 3,432 ",443630
Nicolas Eymerich - The Inquisitor - Book 1 : The Plague," 3,431 ",279500
Rooster Teeth vs. Zombiens," 3,429 ",336100
Club Naughty," 3,428 ",558870
CropDuster Supreme," 3,427 ",412620
The friends of Ringo Ishikawa," 3,427 ",846110
PLANETS OF WAR," 3,423 ",656140
Redirection," 3,418 ",305760
Lost Sea," 3,414 ",334280
BANZAI PECAN: The Last Hope For the Young Century," 3,403 ",341440
Masters of Anima," 3,392 ",606890
Cladun Returns: This Is Sengoku! / ã‚¯ãƒ©ã‚·ãƒƒã‚¯ãƒ€ãƒ_ã‚¸ãƒ§ãƒ_ æˆ_å›_," 3,391 ",506260
Yar's Revenge," 3,388 ",99120
Artillerists," 3,388 ",552030
Vector Assault," 3,387 ",425860
Blades of the Righteous," 3,386 ",421140
de Blob," 3,385 ",532320
Downward Spiral: Prologue," 3,384 ",574940
Vagrant Hearts 2," 3,383 ",359670
Corroded," 3,382 ",446030
Ancestory," 3,378 ",349840
Drive on Moscow," 3,378 ",520610
Card Quest," 3,376 ",493080
Super Dungeon Master VX: Quest for the Firestaff," 3,374 ",717190
Uganda know de way," 3,374 ",788850
Spacejacked," 3,372 ",390680
LA soul," 3,363 ",674030
Marble Mountain," 3,361 ",409390
Wheels of Aurelia," 3,361 ",508740
STELLATUM," 3,355 ",691630
Magic Potion Explorer," 3,348 ",442890
Goo Saga," 3,347 ",506830
Atlantis: Pearls of the Deep," 3,347 ",521280
Planet RIX-13," 3,347 ",599840
Darkest Hunters," 3,345 ",654300
The Lost Heir 2: Forging a Kingdom," 3,345 ",439750
Runbow," 3,345 ",464650
Tacopocalypse," 3,345 ",416530
Danger Zone," 3,345 ",604740
Shadows of Adam," 3,344 ",506510
"Don't Tax Me, Bro!"," 3,343 ",639450
Guns of Infinity," 3,341 ",446330
String Theory," 3,340 ",402150
iso-Sphere," 3,330 ",414060
Gaben Kingdom," 3,329 ",593340
Satellite Command," 3,329 ",514670
Demon's Crystals," 3,327 ",454610
ALONE? - VR," 3,323 ",529500
Cubicolor," 3,323 ",454190
Isbarah," 3,322 ",333510
Eldritch Hunter," 3,320 ",514810
Sentry Knight Tactics," 3,318 ",503210
Blinding Dark," 3,316 ",303870
Bullet Witch," 3,315 ",696180
Delete," 3,315 ",773670
Navalny 20!8 : The Rise of Evil," 3,315 ",761330
Lazy Galaxy," 3,314 ",724470
Avadon 3: The Warborn," 3,314 ",460780
Default Dan," 3,313 ",337670
Blink the Bulb," 3,313 ",534190
Lance A Lot: Enhanced Edition," 3,312 ",684530
Dandara," 3,309 ",612390
Veilia," 3,308 ",516920
This Starry Midnight We Make," 3,307 ",320090
CodeRed: Agent Sarah's Story - Day one," 3,306 ",639240
Just a Jumping Square," 3,306 ",800520
Creepy Castle," 3,304 ",450440
Sword Legacy Omen," 3,304 ",690140
The Janitor," 3,302 ",502880
Ticket," 3,302 ",564810
Finque," 3,296 ",532700
Dark Old Sun," 3,294 ",739290
Battlesloths 2025: The Great Pizza Wars," 3,290 ",459350
Rush Rover," 3,290 ",438320
CO-OP : Decrypted," 3,286 ",315130
Starlight of Aeons," 3,284 ",644200
Void Raiders," 3,283 ",445600
East Tower - Kurenai," 3,282 ",356560
Tales of Aravorn: Seasons Of The Wolf," 3,275 ",333390
Star Story: The Horizon Escape," 3,275 ",610310
Tower!3D," 3,272 ",459440
Talent Not Included," 3,270 ",485260
My Butler," 3,269 ",494470
Distorted Reality," 3,268 ",681780
Roche Fusion," 3,267 ",334140
Red Comrades 3: Return of Alaska. Reloaded," 3,266 ",546220
Oblivion's Edge," 3,265 ",551100
Ninja Senki DX," 3,265 ",405540
Radline: Quarantine," 3,264 ",592390
Chaos Theory," 3,261 ",16500
Rocking Pilot," 3,261 ",593680
TankZone Battle," 3,261 ",388430
PEG," 3,256 ",699600
East Tower - Kuon," 3,253 ",356550
Out of Ammo: Death Drive," 3,252 ",569630
Against the Gradient," 3,250 ",664660
A Sky Full of Stars," 3,249 ",745960
NALOGI 2," 3,248 ",841350
3D Chess," 3,248 ",535700
Ninja Cats vs Samurai Dogs," 3,240 ",260380
Biotoxin: The Dark Days," 3,237 ",601870
Humanity Must Perish," 3,237 ",657050
Aquanox Deep Descent," 3,237 ",254370
SUPER IMPOSSIBLE ROAD," 3,228 ",444670
Jump/Boxer," 3,223 ",365330
EMPORIUM," 3,222 ",635670
Draw The Way," 3,219 ",577380
House of Hell," 3,213 ",419810
Voyage to Farland," 3,211 ",364790
Space Launch Engineer," 3,210 ",785680
Lemuria: Lost in Space," 3,206 ",563250
Global Soccer Manager," 3,206 ",475470
Cards of Chaos," 3,203 ",517110
Geo," 3,203 ",513480
Sword Daughter," 3,197 ",342450
Twisted Arrow," 3,197 ",494960
Toon War," 3,192 ",803780
Extreme Formula Championship," 3,192 ",833810
Starblast," 3,191 ",673260
Tank Battle: North Africa," 3,190 ",465750
Tricks and Treats," 3,186 ",702310
The Mystery of a Lost Planet," 3,186 ",400200
Achievement Hunter: Urban," 3,185 ",695020
Gear Gauntlet," 3,184 ",486890
Colossal Kaiju Combat: Kaijuland Battles," 3,184 ",290810
Frequent Flyer: A Long Distance Love Story," 3,182 ",807770
Demonheart," 3,182 ",578900
Rising," 3,181 ",498840
Natari at the Bubble Planet," 3,177 ",573800
Dustwind," 3,172 ",600460
Noctropolis," 3,170 ",377070
The Logomancer," 3,169 ",375430
Space Hole 2016," 3,168 ",477310
YAPP: Yet Another Puzzle Platformer," 3,165 ",745250
Breach of Contract Online," 3,165 ",681160
The Chronicles of Dragon Wing - Reborn," 3,160 ",613670
Daughter of Shadows: An SCP Breach Event," 3,159 ",449820
Marblize," 3,151 ",535840
Skyhook," 3,150 ",361350
Heroes of Loot 2," 3,148 ",439880
Kinaman vs Gray Elephant," 3,145 ",845480
Recursed," 3,145 ",497780
Lootfest," 3,144 ",367030
G-Ball," 3,143 ",296150
Achievement Hunter: Pharaoh," 3,142 ",691660
The Agency: Chapter 1," 3,137 ",492280
The Amazing Shinsengumi: Heroes in Love," 3,132 ",494440
No70: Eye of Basir," 3,131 ",370440
Redium," 3,126 ",667420
The Crooked Man," 3,126 ",736570
XIIZEAL," 3,123 ",364250
Ouchï_ÅWarï_Å/ ç ´éŸ_ä_±æ–—," 3,122 ",824420
Usurper," 3,121 ",603020
Copter and Sky," 3,118 ",499610
Bai Qu ç™_æ›_," 3,118 ",516600
Blasted Fortress," 3,115 ",339500
Flag N Frag," 3,113 ",456160
Magnetized," 3,111 ",536470
PolyRace," 3,111 ",384330
D Series OFF ROAD Driving Simulation," 3,109 ",363430
Miko Mole," 3,107 ",473480
LEGRAND LEGACY: Tale of the Fatebounds," 3,101 ",556740
The Dungeons of Castle Madness," 3,100 ",506840
Trials of Azra," 3,099 ",487160
Wheely," 3,098 ",548330
Copy Kitty," 3,097 ",349250
Prevent The Fall," 3,096 ",595090
SpaceShot," 3,095 ",675940
Without Within 2," 3,094 ",398980
å__å_•éŸ_ä_êç»˜ ï__é£_é›·å_»å¥èæ›_ï__ / Barrage Musical  ~A Fantasy of Tempest~," 3,091 ",665270
One Thousand Lies," 3,090 ",463390
Hypersensitive Bob," 3,089 ",444270
SURV1V3," 3,086 ",722180
Dragonflight," 3,085 ",386930
Ascendant Hearts," 3,081 ",595730
Mahjong Classic," 3,080 ",807780
Christmas Tale - Visual Novel," 3,080 ",765400
Lootfest Wars," 3,071 ",622510
EscapeVR: The Basement," 3,071 ",552060
Dragon Fantasy: The Volumes of Westeria," 3,070 ",327980
Pozzo Jello Crusade," 3,069 ",511380
å…‹è_‰ä¸ùç_„ç‚_ä_‹ä¿¡ä»° Cryste: the Faith of Fire Vol.1," 3,069 ",616740
Neon Warp," 3,068 ",485920
Shadows on the Vatican Act II: Wrath," 3,066 ",378630
Shock Tactics," 3,065 ",473610
Mega Overload VR," 3,064 ",613130
JCB Pioneer: Mars," 3,063 ",536660
Wrongworld," 3,063 ",664750
Star Nomad," 3,062 ",338830
Achievement Hunter: Wizard," 3,058 ",693870
"Duke Grabowski, Mighty Swashbuckler"," 3,057 ",472420
The Station," 3,057 ",565120
Firefighters - The Simulation," 3,055 ",502420
Barro," 3,054 ",618140
Smoke and Sacrifice," 3,054 ",695100
Draw Near," 3,053 ",831490
UnderEarth," 3,051 ",377100
The Slimeking's Tower," 3,051 ",458660
Under Leaves," 3,050 ",567030
Moribund," 3,049 ",500790
The Hero Project: Redemption Season," 3,049 ",459310
Bravery: Rise of The Last Hero," 3,047 ",613970
H0ST," 3,047 ",804080
Clockwork," 3,047 ",509210
Tower Dwellers," 3,046 ",461860
Will of the Gods," 3,046 ",503960
The Order of the Thorne - The King's Challenge," 3,043 ",425600
Five Elements," 3,042 ",575670
Card Dungeon," 3,042 ",361130
Just One Line," 3,040 ",640210
Achievement Hunter: Dogger," 3,038 ",707600
OVERTURN," 3,036 ",650070
Grimm: Dark Legacy," 3,034 ",536640
Base Raid," 3,032 ",511390
Hidden Object Adventure: Around the World in 80 Days. å†’é™©," 3,030 ",736860
Gelu," 3,028 ",664610
System Crash," 3,027 ",481180
Darkestville Castle," 3,023 ",689900
Bicyclism EP," 3,022 ",507030
Airport Madness 3D: Volume 2," 3,022 ",748610
Silver Bullet: Prometheus," 3,022 ",446250
Delicious - Emily's Message in a Bottle," 3,020 ",540780
ABRACA - Imagic Games," 3,019 ",345990
Last Hours Of Jack," 3,019 ",625120
The Invisible Hours," 3,018 ",582560
Rogue Trooper Redux," 3,017 ",529490
Galaxy of Trian Board Game," 3,015 ",525330
Burst Into," 3,015 ",829080
Clouds & Sheep 2," 3,014 ",439800
Double Kick Heroes," 3,013 ",589670
No Pineapple Left Behind," 3,012 ",350090
Mad Crown," 3,010 ",689700
Scarlett Mysteries: Cursed Child," 3,009 ",615350
Tumbleweed Express," 3,009 ",372350
BAJA: Edge of Control HD," 3,009 ",623090
XING: The Land Beyond," 3,005 ",299400
Dreaming about you," 3,001 ",665400
Microgons," 2,998 ",529870
Shadowcrypt," 2,997 ",316810
Raiden V: Director's Cut | é›·é›» V Director's Cut | é›·é›»V:å°_æ_”å‰ªè_¯ç‰ˆ," 2,997 ",570050
One Eyed Kutkh," 2,997 ",612170
Achievement Hunter: Offensive," 2,995 ",696550
Reflection of a Fallen Feather," 2,994 ",594310
Soulcaster: Part I & II," 2,994 ",460970
Welcome to Hanwell," 2,993 ",611750
Papich - The Game Ep.1," 2,992 ",766920
Japanese Women - Animated Jigsaws," 2,987 ",617610
Twixel," 2,979 ",528770
Shooty Fruity," 2,979 ",666100
XCavalypse," 2,977 ",447960
MXGP2 - The Official Motocross Videogame Compact," 2,975 ",504810
Modern Tales: Age of Invention," 2,975 ",678970
Turner," 2,973 ",499340
Lifeline," 2,972 ",585290
I wanna be The Cat," 2,971 ",637880
Extreme Roads USA," 2,964 ",273740
Moving Day," 2,961 ",750020
Defense Zone," 2,958 ",312410
Dark Legion VR," 2,958 ",598690
Robot King Part I: Rebooted and Ready," 2,957 ",660340
Cash_Out," 2,957 ",372970
Legends of the Universe - StarCore," 2,956 ",482330
Casey Powell Lacrosse 16," 2,953 ",353890
aMAZE ZER0," 2,951 ",679660
Auralux: Constellations," 2,948 ",444130
Toto Temple Deluxe," 2,946 ",342920
Crazy Steam Bros 2," 2,945 ",355080
Helium Rain," 2,945 ",681330
Fiery Disaster," 2,944 ",538920
O'Fox Life," 2,943 ",719120
Office lovers," 2,941 ",494450
Nekuia," 2,939 ",528950
Spooky Bonus," 2,932 ",388450
Raiden Legacy - Steam Edition," 2,931 ",407600
Lovely Planet Arcade," 2,930 ",436000
Filthy Lucre," 2,927 ",533010
Sol Trader," 2,926 ",396680
Long Night," 2,925 ",270590
Alien Robot Monsters," 2,925 ",391250
KOEWOTAYORINI SP / å£°ä_‹å¯„æ‰˜SP," 2,925 ",777200
æœˆå_œä¸‹ç_„ç´…èŒ¶æù¯ ~ Blacktea With Moon," 2,925 ",836490
Bik - A Space Adventure," 2,924 ",325160
Hello Charlotte EP3: Childhood's End," 2,924 ",760890
Big Buck Hunter Arcade," 2,921 ",455700
Achievement Hunter: Foxy," 2,920 ",710330
RED Fuse: Rolling Explosive Device," 2,919 ",384660
Like Clay," 2,919 ",604000
Pocket Kingdom," 2,917 ",462620
Slap Village: Reality Slap," 2,915 ",480900
Solar Settlers," 2,914 ",655480
Deadly Sky," 2,905 ",661590
Celia's Quest," 2,904 ",380120
Try Hard Parking," 2,898 ",575400
SteamHammerVR - The Rogue Apprentice," 2,897 ",517460
Defect," 2,896 ",352370
Light Apprentice - The Comic Book RPG," 2,895 ",569570
Ashes Cricket," 2,895 ",649640
ROMBY," 2,894 ",656210
Cranky Cat," 2,893 ",236290
Achievement Hunter: Alien," 2,893 ",760100
Out for blood," 2,890 ",674060
Quarantine Circular," 2,889 ",853500
Evil Come," 2,888 ",757720
connect - Virtual Home (3D or VR)," 2,886 ",703060
Hunter's Legacy," 2,886 ",479110
Abomination Tower," 2,885 ",340390
Vostok Inc.," 2,885 ",656460
Making History: The Second World War," 2,882 ",462940
Bush Hockey League," 2,881 ",543010
Maze Up!," 2,880 ",728670
UnderWater Adventure," 2,879 ",473050
Rocket Wars," 2,876 ",627670
Heroes Never Lose: Professor Puzzler's Perplexing Ploy," 2,875 ",342530
Kalaban," 2,874 ",571520
Stage Presence," 2,874 ",391640
Bird of Light," 2,874 ",447010
Wildlife Camp," 2,873 ",338630
Lost with Dinosaurs," 2,872 ",702200
Flying Salvager," 2,871 ",752310
Automata Empire," 2,869 ",423800
Mute Crimson+," 2,868 ",384280
Achievement Hunter: Kiborg," 2,865 ",710860
Giant Cop: Justice Above All," 2,864 ",451080
Spoids," 2,862 ",589640
Dungeons & Darkness," 2,862 ",479990
Milkmaid of the Milky Way," 2,860 ",544970
Inherit the Earth: Quest for the Orb," 2,859 ",257260
Unnamed Fiasco," 2,858 ",389010
Paint It Black," 2,856 ",810630
Time Trap - Mystery Hidden Objects," 2,856 ",661040
Rogue Empire: Dungeon Crawler RPG," 2,855 ",650940
Quadrant," 2,854 ",365320
Crazy Soccer: Football Stars," 2,850 ",735550
Avalon Legends Solitaire 3," 2,849 ",841980
The Hardest Dungeon," 2,849 ",834340
Diorama No.3 : The Marchland," 2,849 ",431370
Ascender," 2,848 ",598230
Family cobweb," 2,848 ",670810
The Tenth Line," 2,846 ",575940
Outrealm," 2,844 ",779140
"Just, Bearly"," 2,844 ",792030
inVokeR," 2,840 ",627070
Firewood," 2,835 ",615180
Uncrewed," 2,834 ",474890
Tasty Planet," 2,833 ",687540
THE LAST BLADE 2," 2,832 ",702110
HERO-E," 2,831 ",600410
Soul Searching," 2,830 ",586240
DELTAZEAL," 2,828 ",379520
Hot Plates," 2,827 ",561420
The Sentient," 2,826 ",411600
A Bloody Night," 2,823 ",639720
Fashioning Little Miss Lonesome," 2,822 ",640990
Deserter Simulator," 2,821 ",389840
METAGAL," 2,818 ",467850
Symphonic Rain," 2,817 ",629650
Redrum: Dead Diary," 2,816 ",541720
Platform Challenge," 2,814 ",830360
Ablepsia," 2,809 ",713680
Last Days of Old Earth," 2,807 ",376450
Flamel's miracleï_ˆå_—æ‹‰æ¢…å°”ç_„å¥‡è¿_ï_‰," 2,799 ",599480
Veritex," 2,797 ",695360
Hyperdrive Massacre," 2,797 ",402390
21 Days," 2,797 ",607660
Runt of the Litter," 2,797 ",594660
Inertia," 2,792 ",666330
Hidden Dimensions 3," 2,791 ",531540
Lost Dimension," 2,787 ",626600
Spellspire," 2,785 ",626580
FeArea," 2,781 ",520960
Klang," 2,779 ",412660
Warriors & Castles," 2,777 ",372380
UnSummoning: the Spectral Horde," 2,776 ",417060
Detective Hayseed - Hollywood," 2,776 ",504380
Triplicity," 2,775 ",658330
Niko: Through The Dream," 2,775 ",296550
